c_number	mpn	row_text
C41376094	SMCJ6.0CA	SMCJ6.0CA | C41376094 | Extended | -55℃~+150℃ 1.5kW 10.3V 145.7A 2 6V 7.37V 800uA Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 10364 | 1+ | 3000+ | $0.0577 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.11 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376097	SMBJ14CA	SMBJ14CA | C41376097 | Extended | -55℃~+150℃ 14V 17.2V 2 23.2V 25.86A 5uA 600W Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 9910 | 1+ | 3000+ | $0.0302 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376098	SMBJ43CA	SMBJ43CA | C41376098 | Extended | -55℃~+150℃ 2 43V 52.8V 5uA 600W 69.4V 8.65A Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 2684 | 1+ | 3000+ | $0.0278 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376099	SMBJ64CA	SMBJ64CA | C41376099 | Extended | 103V 2 5.83A 5uA 600W 64V 78.6V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 28021 | 1+ | 3000+ | $0.0278 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376100	SMBJ8.0CA	SMBJ8.0CA | C41376100 | Extended | -55℃~+150℃ 13.6V 2 44.12A 50uA 600W 8V 9.83V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 13269 | 1+ | 3000+ | $0.0283 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376101	SMBJ51CA	SMBJ51CA | C41376101 | Extended | -55℃~+150℃ 2 51V 5uA 600W 62.7V 7.28A 82.4V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 1892 | 1+ | 3000+ | $0.0278 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376102	SMBJ58A	SMBJ58A | C41376102 | Extended | -55℃~+150℃ 1 58V 5uA 6.41A 600W 71.2V 93.6V IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 46074 | 1+ | 3000+ | $0.0290 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376104	SMBJ170A	SMBJ170A | C41376104 | Extended | -55℃~+150℃ 1 170V 2.18A 209V 275V 5uA 600W IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 1589 | 1+ | 3000+ | $0.0278 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376398	SMBJ90CA	SMBJ90CA | C41376398 | Extended | -55℃~+150℃ 111V 146V 2 4.11A 5uA 600W 90V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 13950 | 1+ | 3000+ | $0.0278 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376399	SMAJ33A	SMAJ33A | C41376399 | Extended | 1 1uA 33V 40.6V 400W 53.3V 7.5A@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 20064 | 1+ | 5000+ | $0.0213 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376400	SMAJ43CA	SMAJ43CA | C41376400 | Extended | 1uA 2 400W 43V 5.8A@10/1000us 52.8V 69.4V Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 30321 | 1+ | 5000+ | $0.0203 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376401	SMAJ48A	SMAJ48A | C41376401 | Extended | 1 1uA 400W 48V 5.2A@10/1000us 58.9V 77.4V IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 16036 | 1+ | 5000+ | $0.0203 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376402	SMAJ43A	SMAJ43A | C41376402 | Extended | -55℃~+150℃ 1 1uA 400W 43V 5.8A@10/1000us 52.8V 69.4V IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 43905 | 1+ | 5000+ | $0.0208 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376403	SMAJ22A	SMAJ22A | C41376403 | Extended | 1 11.3A 1uA 22V 26.9V 35.5V 400W IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 107237 | 1+ | 5000+ | $0.0232 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376404	SMAJ51CA	SMAJ51CA | C41376404 | Extended | -55℃~+150℃ 1uA 2 4.9A 400W 51V 62.7V 82.4V Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 12956 | 1+ | 5000+ | $0.0203 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376405	SMAJ16A	SMAJ16A | C41376405 | Extended | -55℃~+150℃ 1 15.4A 16V 19.7V 1uA 26V 400W IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 344 | 1+ | 5000+ | $0.0247 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376406	SMAJ14A	SMAJ14A | C41376406 | Extended | -55℃~+150℃ 1 14V 17.2A@10/1000us 17.2V 1uA 23.2V 400W IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 15110 | 1+ | 5000+ | $0.0223 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376407	SMAJ10A	SMAJ10A | C41376407 | Extended | -55℃~+150℃ 1 10V 12.3V 17V 23.5A 400W 5uA IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 256 | Est. unit price: | $0.0279 | Min: 307 | Total: $8.57 | Pre-order | Use the Parts Calculator to determine the quantities you need to purchase.
C41376408	SMAJ20A	SMAJ20A | C41376408 | Extended | -55℃~+150℃ 1 12.3A@10/1000us 1uA 20V 24.5V 32.4V 400W IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 34609 | 1+ | 5000+ | $0.0234 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41376409	SMAJ200A	SMAJ200A | C41376409 | Extended | -55℃~+150℃ 1 1.2A 1uA 200V 247V 324V 400W IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 53846 | 1+ | 5000+ | $0.0223 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411744	SMCJ100CA	SMCJ100CA | C41411744 | Extended | -55℃~+150℃ 1.5kW 100V 123V 162V 1uA 2 9.3A Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 11279 | 1+ | 3000+ | $0.0622 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.11 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411745	SMCJ43CA	SMCJ43CA | C41411745 | Extended | -55℃~+150℃ 1.5kW 1uA 2 21.7A 43V 52.8V 69.4V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 19213 | 1+ | 3000+ | $0.0510 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.10 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411746	SMCJ70CA	SMCJ70CA | C41411746 | Extended | -55℃~+150℃ 1.5kW 113V 13.3A 1uA 2 70V 86V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 3383 | 1+ | 3000+ | $0.0556 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.10 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411747	SMCJ24CA	SMCJ24CA | C41411747 | Extended | -55℃~+150℃ 1.5kW 1uA 2 24V 29.5V 38.6A 38.9V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 1682 | 1+ | 3000+ | $0.0601 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.12 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411748	SMCJ12CA	SMCJ12CA | C41411748 | Extended | -55℃~+150℃ 1.5kW 12V 14.7V 19.9V 1uA 2 75.4A Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 2891 | 1+ | 3000+ | $0.0582 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.06 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411749	SMCJ64CA	SMCJ64CA | C41411749 | Extended | -55℃~+150℃ 1.5kW 103V 14.6A 1uA 2 64V 78.6V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 1585 | 1+ | 3000+ | $0.0548 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.10 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411750	SMCJ45CA	SMCJ45CA | C41411750 | Extended | -55℃~+150℃ 1.5kW 1uA 2 20.6A 45V 55.3V 72.7V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 3837 | 1+ | 3000+ | $0.0560 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.10 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411751	SMCJ51CA	SMCJ51CA | C41411751 | Extended | -55℃~+150℃ 1.5kW 18.2A 1uA 2 51V 62.7V 82.4V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 1688 | 1+ | 3000+ | $0.0509 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.10 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411752	SMCJ5.0CA	SMCJ5.0CA | C41411752 | Extended | -55℃~+150℃ 1.5kW 163A 2 5V 7V 800uA 9.2V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 8 | 1+ | 3000+ | $0.0572 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.11 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C41411753	SMCJ18CA	SMCJ18CA | C41411753 | Extended | -55℃~+150℃ 1.5kW 18V 1uA 2 22.1V 29.2V 51.4A Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 23725 | 1+ | 3000+ | $0.0585 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.11 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394398	SMAJ60A	SMAJ60A | C42394398 | Extended | -55℃~+150℃ 1 1uA 4.1A 400W 60V 73.7V 96.8V IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 42381 | 1+ | 5000+ | $0.0205 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394399	SMAJ60CA	SMAJ60CA | C42394399 | Extended | -55℃~+150℃ 1 1uA 4.1A 400W 60V 73.7V 96.8V Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 6 | Est. unit price: | $0.0264 | Min: 325 | Total: $8.58 | Pre-order | Use the Parts Calculator to determine the quantities you need to purchase.
C42394400	SMAJ64A	SMAJ64A | C42394400 | Extended | -55℃~+150℃ 1 103V 1uA 3.9A 400W 64V 78.6V IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 50598 | 1+ | 5000+ | $0.0240 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394401	SMAJ85CA	SMAJ85CA | C42394401 | Extended | -55℃~+150℃ 104V 137V 1uA 2.9A 400W 85V Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 622 | 1+ | 5000+ | $0.0205 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394402	SMAJ90CA	SMAJ90CA | C42394402 | Extended | -55℃~+150℃ 111V 146V 1uA 2 2.74A 400W 90V Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 29636 | 1+ | 5000+ | $0.0211 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.04 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394403	SMAJ90A	SMAJ90A | C42394403 | Extended | -55℃~+150℃ 111V 146V 1uA 2.7A 400W 90V IEC 61000-4-2 TVS Unidirectional DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 38866 | 1+ | 5000+ | $0.0183 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394406	SMAJ300CA	SMAJ300CA | C42394406 | Extended | -55℃~+150℃ 1uA 2 300V 371V 400W 486V 820mA Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 4509 | 1+ | 5000+ | $0.0320 | Show More | Min: 1 | Full Reel: 5000 | Total: $0.06 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394408	P6SMB7.5A	P6SMB7.5A | C42394408 | Extended | -55℃~+150℃ 11.3V 500uA 53.1A 6.4V 600W 7.88V IEC 61000-4-2 TVS Unidirectional SMB ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 42 | 1+ | 3000+ | $0.0312 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394410	P6SMB39A	P6SMB39A | C42394410 | Extended | -55℃~+150℃ 1 11.1A 33.3V 40.95V 53.9V 5uA 600W IEC 61000-4-2 TVS Unidirectional SMB ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 12753 | 1+ | 3000+ | $0.0266 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.05 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394412	P6SMB200A	P6SMB200A | C42394412 | Extended | -55℃~+150℃ 1 171V 2.2A 210V 274V 5uA 600W IEC 61000-4-2 TVS Unidirectional SMB ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 14075 | 1+ | 3000+ | $0.0243 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394417	SMBJ400CA	SMBJ400CA | C42394417 | Extended | -55℃~+150℃ 400V 494V 5uA 600W 648V 930mA Bidirectional IEC 61000-4-2 TVS SMB(DO-214AA) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 3180 | 1+ | 3000+ | $0.0478 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.09 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394420	SMCJ6.0A	SMCJ6.0A | C42394420 | Extended | -55℃~+150℃ 1 1.5kW 10.3V 145.7A 6V 7.37V 800uA IEC 61000-4-2 TVS Unidirectional SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 4584 | 1+ | 3000+ | $0.0592 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.11 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394428	SMCJ85CA	SMCJ85CA | C42394428 | Extended | -55℃~+150℃ 1.5kW 104V 11A 137V 1uA 2 85V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 1358 | 1+ | 3000+ | $0.0801 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.15 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394438	SMDJ60CA	SMDJ60CA | C42394438 | Extended | -55℃~+150℃ 2uA 31A 3kW 60V 73.7V 96.8V Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 6693 | 1+ | 3000+ | $0.0964 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.18 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42394457	5.0SMDJ85CA	5.0SMDJ85CA | C42394457 | Extended | -55℃~+150℃ 104V 137V 36.5A 5kW 5uA 85V Bidirectional IEC 61000-4-2 TVS DO-214AB(SMC) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 7965 | 1+ | 3000+ | $0.2061 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.41 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413887	H36VND3U	H36VND3U | C42413887 | Extended | -55℃~+150℃ 1 300W@8/20us 30pF 36V 45V 500nA 5A@8/20us 60V ESD IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOD-323 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 33193 | 1+ | 3000+ | $0.0189 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413893	H5VL10BH	H5VL10BH | C42413893 | Extended | -55℃~+150℃ 1 10V 200nA 3.5A@8/20us 36W@8/20us 5.5pF 5V 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 DFN1006-2L ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 17714 | 1+ | 10000+ | $0.0105 | Show More | Min: 1 | Full Reel: 10000 | Total: $0.02 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413899	H5VND5BA	H5VND5BA | C42413899 | Extended | -55℃~+125℃ 1 120W@8/20us 15V 200nA 20pF 5V 8A@8/20us 8V Bidirectional ESD IEC 61000-4-2、IEC 61000-4-5 SOD-523 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 48815 | 1+ | 8000+ | $0.0163 | Show More | Min: 1 | Full Reel: 8000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413902	SM08	SM08 | C42413902 | Extended | -55℃~+150℃ 1 13.4V 13.4V 15A 1uA 240pF 350W 8V ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 14270 | 1+ | 3000+ | $0.0183 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413903	SM12	SM12 | C42413903 | Extended | -55℃~+150℃ 1 11A 12V 13.3V 130pF 19V 1uA 350W ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 6001 | 1+ | 3000+ | $0.0176 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413904	SM18	SM18 | C42413904 | Extended | -55℃~+150℃ 1 100pF 18V 20V 2uA 350W 35V 9A ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 296 | 1+ | 3000+ | $0.0183 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413905	SM24	SM24 | C42413905 | Extended | -55℃~+150℃ 1 1uA 24V 26.7V 350W 43V 7A 80pF ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 5064 | 1+ | 3000+ | $0.0178 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42413906	SM36	SM36 | C42413906 | Extended | -55℃~+150℃ 1 1uA 350W 36V 40V 5A 60V 60pF ESD IEC 61000-4-2 Unidirectional SOT-23 ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 7678 | 1+ | 3000+ | $0.0183 | Show More | Min: 1 | Full Reel: 3000 | Total: $0.03 | Add to My Part Lib | Use the Parts Calculator to determine the quantities you need to purchase.
C42371727	5.0SMDJ28CA	5.0SMDJ28CA | C42371727 | Extended | -55℃~+150℃ 110.1A 28V 34.4V 45.4V 5kW 5uA Bidirectional IEC 61000-4-2 TVS SMC(DO-214AB) ESD and Surge Protection (TVS/ESD) ROHS | hongjiacheng | 0 | Est. unit price: | $0.3063 | Min: 28 | Total: $8.58 | Pre-order | Use the Parts Calculator to determine the quantities you need to purchase.
